job_id,company_id,company_name,company_type,is_newly_founded,company_industry,job_title,role_category,job_description,responsibilities,requirements,skills_required,job_type,workplace_type,location,salary_min,salary_max,salary_currency,salary_period,experience_level,experience_years_min,experience_years_max,competition_level,applicant_count,is_fresher_friendly,is_early_applicant,freshness_label,is_active,posted_at
239,23,SynthLogic Systems,Newly Founded,True,AI Career Intelligence & HR Tech,Product Designer (UI/UX & Mobile Interactions),Design,"Design high-converting swipe interfaces, seamless recruiter portals, and accessible design system components.","Create user flows, wireframes, and interactive prototypes in Figma; conduct usability tests with job seekers.","Strong design portfolio with expertise in auto-layout, mobile micro-interactions, and design systems.","[""Figma"", ""UI/UX Design"", ""Wireframing"", ""Prototyping"", ""Design Systems"", ""User Research""]",Full-time,On-site,"Mumbai, Maharashtra, India",1197570,2068531,INR,Per Annum,Mid-level,2,4,Low,18,False,False,Just Posted,True,2026-09-12 20:06:02
240,23,SynthLogic Systems,Newly Founded,True,AI Career Intelligence & HR Tech,Backend Software Engineer (Python / FastAPI),Backend,Design and build high-throughput RESTful services and distributed data pipelines.,Develop modular backend microservices in FastAPI; optimize database queries in PostgreSQL; configure Redis caching.,"Strong background in Python 3.10+, SQLAlchemy, async programming, and Docker containerization.","[""Python"", ""FastAPI"", ""PostgreSQL"", ""Redis"", ""Docker"", ""REST APIs"", ""Microservices""]",Full-time,Remote,Remote (Global),1496012,2564593,INR,Per Annum,Mid-level,2,5,Low,17,False,False,Active,True,2026-08-29 03:06:02
241,23,SynthLogic Systems,Newly Founded,True,AI Career Intelligence & HR Tech,"Frontend Engineer (React.js, TypeScript & Tailwind)",Frontend,"Craft responsive swipe interfaces, analytics dashboards, and interactive user journeys.",Build modular UI components in React with Tailwind CSS; integrate REST APIs with graceful error handling.,"2+ years experience with modern React, TypeScript, state management (Redux/Context), and CSS animations.","[""React"", ""TypeScript"", ""Tailwind CSS"", ""Redux"", ""Framer Motion"", ""REST APIs"", ""Next.js""]",Full-time,Hybrid,"Noida, Uttar Pradesh, India",1289665,2364387,INR,Per Annum,Mid-level,2,4,Low,11,False,True,Active,True,2026-08-30 10:06:02
242,23,SynthLogic Systems,Newly Founded,True,AI Career Intelligence & HR Tech,AI Research & NLP Intern,AI/ML,Join our AI research team to perform exploratory data analysis on resume datasets and fine-tune NLP tokenizers.,Perform EDA and data cleaning on unstructured text; evaluate heuristic vs transformer matching scores.,Strong Python coding ability and academic foundation in statistical machine learning and NLP.,"[""Python"", ""Pandas"", ""NumPy"", ""scikit-learn"", ""spaCy"", ""NLP"", ""PyTorch""]",Internship,On-site,"Chennai, Tamil Nadu, India",33634,57659,INR,Per Month,Fresher,0,1,Low,20,True,False,Active,True,2026-08-27 16:06:02
243,23,SynthLogic Systems,Newly Founded,True,AI Career Intelligence & HR Tech,Data Analyst (Job Market & Hiring Intelligence),Data Analytics,"Analyze salary benchmarks, hiring velocity, and user swipe engagement patterns to generate market insights.",Write complex SQL queries for analytics; build executive Tableau dashboards; calculate candidate conversion funnels.,Proficient in SQL and statistical data analysis in Python (Pandas/Seaborn).,"[""SQL"", ""Python"", ""Pandas"", ""Tableau"", ""PowerBI"", ""Data Modeling"", ""Excel""]",Full-time,Hybrid,"Mumbai, Maharashtra, India",888851,1568561,INR,Per Annum,Entry-level,1,3,Low,14,True,True,Active,True,2026-08-28 20:06:02
244,23,SynthLogic Systems,Newly Founded,True,AI Career Intelligence & HR Tech,Software Development Engineer in Test (SDET / QA),QA/Testing,"Build automated test suites for REST APIs, validate RBAC security policies, and maintain regression test beds.",Develop automated integration test cases using Pytest; maintain Postman collections; perform load and security tests.,Strong Python test automation skills and deep understanding of HTTP status codes and API specifications.,"[""Python"", ""Pytest"", ""Postman"", ""REST APIs"", ""Selenium"", ""Jest"", ""CI/CD""]",Full-time,Remote,"Remote, India",775129,1356476,INR,Per Annum,Entry-level,1,3,Low,9,True,True,Active,True,2026-08-30 03:06:02
245,23,SynthLogic Systems,Newly Founded,True,AI Career Intelligence & HR Tech,Software Development Engineer in Test (SDET / QA),QA/Testing,"Build automated test suites for REST APIs, validate RBAC security policies, and maintain regression test beds.",Develop automated integration test cases using Pytest; maintain Postman collections; perform load and security tests.,Strong Python test automation skills and deep understanding of HTTP status codes and API specifications.,"[""Python"", ""Pytest"", ""Postman"", ""REST APIs"", ""Selenium"", ""Jest"", ""CI/CD""]",Full-time,Remote,Remote (Global),762464,1334312,INR,Per Annum,Entry-level,1,3,Low,17,True,False,Active,True,2026-09-08 08:06:02
246,23,SynthLogic Systems,Newly Founded,True,AI Career Intelligence & HR Tech,Generative AI & LLM Systems Engineer,AI/ML,"Architect autonomous AI agents, structured LLM extraction pipelines, and RAG document search systems.",Build agentic workflows with LangChain; implement prompt guardrails and evaluation metrics; optimize token latency.,4+ years engineering experience with 2+ years deploying production RAG / LLM systems.,"[""Python"", ""OpenAI API"", ""LangChain"", ""LlamaIndex"", ""RAG"", ""Prompt Engineering"", ""FastAPI""]",Full-time,Hybrid,"Bengaluru, Karnataka, India",2271477,3975085,INR,Per Annum,Senior,4,8,Low,8,False,True,Active,True,2026-08-28 22:06:02
247,23,SynthLogic Systems,Newly Founded,True,AI Career Intelligence & HR Tech,AI / Machine Learning Engineer (NLP & Vector Search),AI/ML,"Develop semantic matching engines, ATS scoring models, and candidate recommendation algorithms.",Train embedding models for resume-to-job similarity; optimize cosine distance calculations; build ML inference APIs.,"Proven experience in NLP, embeddings, vector similarity search, and deep learning frameworks.","[""Python"", ""PyTorch"", ""Hugging Face"", ""spaCy"", ""sentence-transformers"", ""Vector DB"", ""ChromaDB"", ""scikit-learn""]",Full-time,Remote,"Noida, Uttar Pradesh, India",2024147,3598483,INR,Per Annum,Mid-level,2,5,Low,7,False,True,Active,True,2026-08-30 03:06:02
248,23,SynthLogic Systems,Newly Founded,True,AI Career Intelligence & HR Tech,DevOps & Cloud Infrastructure Engineer,DevOps,Maintain containerized multi-service architectures and automate continuous integration and deployment pipelines.,Configure Docker Compose and Kubernetes pods; maintain CI workflows; manage AWS cloud resources.,"Solid experience in Docker containerization, Linux systems administration, and GitHub Actions CI.","[""Docker"", ""Kubernetes"", ""AWS"", ""GitHub Actions"", ""Terraform"", ""Linux"", ""PostgreSQL"", ""Redis""]",Full-time,Remote,"Mumbai, Maharashtra, India",1645444,2852103,INR,Per Annum,Mid-level,2,5,Low,3,False,True,Just Posted,True,2026-09-11 23:06:02
249,23,SynthLogic Systems,Newly Founded,True,AI Career Intelligence & HR Tech,Full Stack Engineer (FastAPI + React),Full Stack,Lead end-to-end feature delivery across frontend client apps and scalable backend services.,"Architect database schemas, implement business APIs, and craft pixel-perfect user dashboards.",Full-stack proficiency with Python/FastAPI backend and React/Next.js frontend.,"[""Python"", ""FastAPI"", ""React"", ""TypeScript"", ""PostgreSQL"", ""Docker"", ""Tailwind CSS""]",Full-time,On-site,"Mumbai, Maharashtra, India",1660845,2906479,INR,Per Annum,Mid-level,3,6,Low,13,False,True,Recently Posted,True,2026-09-09 19:06:02
250,24,NeuralScale Dynamics,Newly Founded,True,Deep Learning & Model Optimization,Junior Python Developer (Fresher Friendly),Backend,Kickstart your software engineering journey with mentorship from experienced architects.,Write clean Python code for CRUD operations; participate in code reviews and unit test writing in Pytest.,"B.Tech/B.E/BCA/MCA graduate with strong fundamentals in Python, OOP concepts, and SQL basics.","[""Python"", ""FastAPI"", ""SQL"", ""Git"", ""REST APIs"", ""Data Structures""]",Full-time,Remote,Remote (Global),597079,945375,INR,Per Annum,Fresher,0,1,Low,12,True,True,Active,True,2026-09-03 15:06:02
251,24,NeuralScale Dynamics,Newly Founded,True,Deep Learning & Model Optimization,Junior Python Developer (Fresher Friendly),Backend,Kickstart your software engineering journey with mentorship from experienced architects.,Write clean Python code for CRUD operations; participate in code reviews and unit test writing in Pytest.,"B.Tech/B.E/BCA/MCA graduate with strong fundamentals in Python, OOP concepts, and SQL basics.","[""Python"", ""FastAPI"", ""SQL"", ""Git"", ""REST APIs"", ""Data Structures""]",Full-time,Remote,"Pune, Maharashtra, India",565308,895071,INR,Per Annum,Fresher,0,1,Low,15,True,False,Active,True,2026-09-07 14:06:02
252,24,NeuralScale Dynamics,Newly Founded,True,Deep Learning & Model Optimization,DevOps & Cloud Infrastructure Engineer,DevOps,Maintain containerized multi-service architectures and automate continuous integration and deployment pipelines.,Configure Docker Compose and Kubernetes pods; maintain CI workflows; manage AWS cloud resources.,"Solid experience in Docker containerization, Linux systems administration, and GitHub Actions CI.","[""Docker"", ""Kubernetes"", ""AWS"", ""GitHub Actions"", ""Terraform"", ""Linux"", ""PostgreSQL"", ""Redis""]",Full-time,Remote,"Chennai, Tamil Nadu, India",1601033,2775124,INR,Per Annum,Mid-level,2,5,Low,8,False,True,Active,True,2026-08-31 08:06:02
253,24,NeuralScale Dynamics,Newly Founded,True,Deep Learning & Model Optimization,Product Designer (UI/UX & Mobile Interactions),Design,"Design high-converting swipe interfaces, seamless recruiter portals, and accessible design system components.","Create user flows, wireframes, and interactive prototypes in Figma; conduct usability tests with job seekers.","Strong design portfolio with expertise in auto-layout, mobile micro-interactions, and design systems.","[""Figma"", ""UI/UX Design"", ""Wireframing"", ""Prototyping"", ""Design Systems"", ""User Research""]",Full-time,Remote,Remote (Global),1255817,2169140,INR,Per Annum,Mid-level,2,4,Low,12,False,True,Active,True,2026-09-08 12:06:02
254,24,NeuralScale Dynamics,Newly Founded,True,Deep Learning & Model Optimization,Backend Software Engineer (Python / FastAPI),Backend,Design and build high-throughput RESTful services and distributed data pipelines.,Develop modular backend microservices in FastAPI; optimize database queries in PostgreSQL; configure Redis caching.,"Strong background in Python 3.10+, SQLAlchemy, async programming, and Docker containerization.","[""Python"", ""FastAPI"", ""PostgreSQL"", ""Redis"", ""Docker"", ""REST APIs"", ""Microservices""]",Full-time,Remote,Remote (Global),1373514,2354596,INR,Per Annum,Mid-level,2,5,Low,10,False,True,Recently Posted,True,2026-09-10 16:06:02
255,24,NeuralScale Dynamics,Newly Founded,True,Deep Learning & Model Optimization,Full Stack Engineer (FastAPI + React),Full Stack,Lead end-to-end feature delivery across frontend client apps and scalable backend services.,"Architect database schemas, implement business APIs, and craft pixel-perfect user dashboards.",Full-stack proficiency with Python/FastAPI backend and React/Next.js frontend.,"[""Python"", ""FastAPI"", ""React"", ""TypeScript"", ""PostgreSQL"", ""Docker"", ""Tailwind CSS""]",Full-time,On-site,"Delhi NCR / Gurugram, India",1829811,3202170,INR,Per Annum,Mid-level,3,6,Low,20,False,False,Active,True,2026-09-09 02:06:02
256,24,NeuralScale Dynamics,Newly Founded,True,Deep Learning & Model Optimization,Full Stack Engineer (FastAPI + React),Full Stack,Lead end-to-end feature delivery across frontend client apps and scalable backend services.,"Architect database schemas, implement business APIs, and craft pixel-perfect user dashboards.",Full-stack proficiency with Python/FastAPI backend and React/Next.js frontend.,"[""Python"", ""FastAPI"", ""React"", ""TypeScript"", ""PostgreSQL"", ""Docker"", ""Tailwind CSS""]",Full-time,Remote,"Mumbai, Maharashtra, India",1639752,2869567,INR,Per Annum,Mid-level,3,6,Low,5,False,True,Active,True,2026-09-01 00:06:02
257,24,NeuralScale Dynamics,Newly Founded,True,Deep Learning & Model Optimization,AI Research & NLP Intern,AI/ML,Join our AI research team to perform exploratory data analysis on resume datasets and fine-tune NLP tokenizers.,Perform EDA and data cleaning on unstructured text; evaluate heuristic vs transformer matching scores.,Strong Python coding ability and academic foundation in statistical machine learning and NLP.,"[""Python"", ""Pandas"", ""NumPy"", ""scikit-learn"", ""spaCy"", ""NLP"", ""PyTorch""]",Internship,On-site,"Pune, Maharashtra, India",37433,64171,INR,Per Month,Fresher,0,1,Low,3,True,True,Active,True,2026-08-27 18:06:02
258,24,NeuralScale Dynamics,Newly Founded,True,Deep Learning & Model Optimization,Frontend Developer Intern (React & UI Design),Frontend,Hands-on frontend internship building swipe-based job discovery cards and mobile-first layouts.,Convert Figma designs to clean React components; implement responsive layouts and micro-interactions.,Demonstrated personal projects in React.js and strong knowledge of modern CSS/Tailwind.,"[""React"", ""JavaScript"", ""HTML5"", ""CSS3"", ""Tailwind CSS"", ""Git""]",Internship,Remote,"Pune, Maharashtra, India",24129,43433,INR,Per Month,Fresher,0,1,Low,6,True,True,Active,True,2026-09-08 15:06:02
259,24,NeuralScale Dynamics,Newly Founded,True,Deep Learning & Model Optimization,AI / Machine Learning Engineer (NLP & Vector Search),AI/ML,"Develop semantic matching engines, ATS scoring models, and candidate recommendation algorithms.",Train embedding models for resume-to-job similarity; optimize cosine distance calculations; build ML inference APIs.,"Proven experience in NLP, embeddings, vector similarity search, and deep learning frameworks.","[""Python"", ""PyTorch"", ""Hugging Face"", ""spaCy"", ""sentence-transformers"", ""Vector DB"", ""ChromaDB"", ""scikit-learn""]",Full-time,On-site,"Bengaluru, Karnataka, India",1720997,3059550,INR,Per Annum,Mid-level,2,5,Low,20,False,False,Active,True,2026-09-04 03:06:02
260,24,NeuralScale Dynamics,Newly Founded,True,Deep Learning & Model Optimization,Generative AI & LLM Systems Engineer,AI/ML,"Architect autonomous AI agents, structured LLM extraction pipelines, and RAG document search systems.",Build agentic workflows with LangChain; implement prompt guardrails and evaluation metrics; optimize token latency.,4+ years engineering experience with 2+ years deploying production RAG / LLM systems.,"[""Python"", ""OpenAI API"", ""LangChain"", ""LlamaIndex"", ""RAG"", ""Prompt Engineering"", ""FastAPI""]",Full-time,Remote,"Bengaluru, Karnataka, India",2745102,4803930,INR,Per Annum,Senior,4,8,Low,19,False,False,Active,True,2026-08-27 08:06:02
261,24,NeuralScale Dynamics,Newly Founded,True,Deep Learning & Model Optimization,AI / Machine Learning Engineer (NLP & Vector Search),AI/ML,"Develop semantic matching engines, ATS scoring models, and candidate recommendation algorithms.",Train embedding models for resume-to-job similarity; optimize cosine distance calculations; build ML inference APIs.,"Proven experience in NLP, embeddings, vector similarity search, and deep learning frameworks.","[""Python"", ""PyTorch"", ""Hugging Face"", ""spaCy"", ""sentence-transformers"", ""Vector DB"", ""ChromaDB"", ""scikit-learn""]",Full-time,Remote,Remote (Global),2046412,3638067,INR,Per Annum,Mid-level,2,5,Low,6,False,True,Active,True,2026-09-01 11:06:02
262,25,PromptCraft AI,Newly Founded,True,AI Developer Tooling & LLM Eval,Backend Software Engineer (Python / FastAPI),Backend,Design and build high-throughput RESTful services and distributed data pipelines.,Develop modular backend microservices in FastAPI; optimize database queries in PostgreSQL; configure Redis caching.,"Strong background in Python 3.10+, SQLAlchemy, async programming, and Docker containerization.","[""Python"", ""FastAPI"", ""PostgreSQL"", ""Redis"", ""Docker"", ""REST APIs"", ""Microservices""]",Full-time,Remote,"Remote, India",1577870,2704920,INR,Per Annum,Mid-level,2,5,Low,4,False,True,Active,True,2026-08-26 11:06:02
263,25,PromptCraft AI,Newly Founded,True,AI Developer Tooling & LLM Eval,Product Designer (UI/UX & Mobile Interactions),Design,"Design high-converting swipe interfaces, seamless recruiter portals, and accessible design system components.","Create user flows, wireframes, and interactive prototypes in Figma; conduct usability tests with job seekers.","Strong design portfolio with expertise in auto-layout, mobile micro-interactions, and design systems.","[""Figma"", ""UI/UX Design"", ""Wireframing"", ""Prototyping"", ""Design Systems"", ""User Research""]",Full-time,Hybrid,"Bengaluru, Karnataka, India",994078,1717045,INR,Per Annum,Mid-level,2,4,Low,11,False,True,Active,True,2026-09-09 02:06:02
264,25,PromptCraft AI,Newly Founded,True,AI Developer Tooling & LLM Eval,Junior Python Developer (Fresher Friendly),Backend,Kickstart your software engineering journey with mentorship from experienced architects.,Write clean Python code for CRUD operations; participate in code reviews and unit test writing in Pytest.,"B.Tech/B.E/BCA/MCA graduate with strong fundamentals in Python, OOP concepts, and SQL basics.","[""Python"", ""FastAPI"", ""SQL"", ""Git"", ""REST APIs"", ""Data Structures""]",Full-time,Remote,Remote (Global),625978,991132,INR,Per Annum,Fresher,0,1,Low,13,True,True,Active,True,2026-09-07 00:06:02
265,25,PromptCraft AI,Newly Founded,True,AI Developer Tooling & LLM Eval,"Frontend Engineer (React.js, TypeScript & Tailwind)",Frontend,"Craft responsive swipe interfaces, analytics dashboards, and interactive user journeys.",Build modular UI components in React with Tailwind CSS; integrate REST APIs with graceful error handling.,"2+ years experience with modern React, TypeScript, state management (Redux/Context), and CSS animations.","[""React"", ""TypeScript"", ""Tailwind CSS"", ""Redux"", ""Framer Motion"", ""REST APIs"", ""Next.js""]",Full-time,Remote,"Remote, India",1144900,2098983,INR,Per Annum,Mid-level,2,4,Low,4,False,True,Recently Posted,True,2026-09-10 20:06:02
266,25,PromptCraft AI,Newly Founded,True,AI Developer Tooling & LLM Eval,DevOps & Cloud Infrastructure Engineer,DevOps,Maintain containerized multi-service architectures and automate continuous integration and deployment pipelines.,Configure Docker Compose and Kubernetes pods; maintain CI workflows; manage AWS cloud resources.,"Solid experience in Docker containerization, Linux systems administration, and GitHub Actions CI.","[""Docker"", ""Kubernetes"", ""AWS"", ""GitHub Actions"", ""Terraform"", ""Linux"", ""PostgreSQL"", ""Redis""]",Full-time,Hybrid,"Mumbai, Maharashtra, India",1301840,2256523,INR,Per Annum,Mid-level,2,5,Low,20,False,False,Active,True,2026-08-25 23:06:02
267,25,PromptCraft AI,Newly Founded,True,AI Developer Tooling & LLM Eval,Frontend Developer Intern (React & UI Design),Frontend,Hands-on frontend internship building swipe-based job discovery cards and mobile-first layouts.,Convert Figma designs to clean React components; implement responsive layouts and micro-interactions.,Demonstrated personal projects in React.js and strong knowledge of modern CSS/Tailwind.,"[""React"", ""JavaScript"", ""HTML5"", ""CSS3"", ""Tailwind CSS"", ""Git""]",Internship,On-site,"Delhi NCR / Gurugram, India",22359,40246,INR,Per Month,Fresher,0,1,Low,4,True,True,Active,True,2026-08-31 12:06:02
268,25,PromptCraft AI,Newly Founded,True,AI Developer Tooling & LLM Eval,Backend Software Engineer (Python / FastAPI),Backend,Design and build high-throughput RESTful services and distributed data pipelines.,Develop modular backend microservices in FastAPI; optimize database queries in PostgreSQL; configure Redis caching.,"Strong background in Python 3.10+, SQLAlchemy, async programming, and Docker containerization.","[""Python"", ""FastAPI"", ""PostgreSQL"", ""Redis"", ""Docker"", ""REST APIs"", ""Microservices""]",Full-time,Hybrid,"Noida, Uttar Pradesh, India",1561791,2677356,INR,Per Annum,Mid-level,2,5,Low,20,False,False,Active,True,2026-09-06 02:06:02
269,25,PromptCraft AI,Newly Founded,True,AI Developer Tooling & LLM Eval,Full Stack Engineer (FastAPI + React),Full Stack,Lead end-to-end feature delivery across frontend client apps and scalable backend services.,"Architect database schemas, implement business APIs, and craft pixel-perfect user dashboards.",Full-stack proficiency with Python/FastAPI backend and React/Next.js frontend.,"[""Python"", ""FastAPI"", ""React"", ""TypeScript"", ""PostgreSQL"", ""Docker"", ""Tailwind CSS""]",Full-time,On-site,"Mumbai, Maharashtra, India",1425770,2495099,INR,Per Annum,Mid-level,3,6,Low,7,False,True,Active,True,2026-08-30 15:06:02
270,25,PromptCraft AI,Newly Founded,True,AI Developer Tooling & LLM Eval,Frontend Developer Intern (React & UI Design),Frontend,Hands-on frontend internship building swipe-based job discovery cards and mobile-first layouts.,Convert Figma designs to clean React components; implement responsive layouts and micro-interactions.,Demonstrated personal projects in React.js and strong knowledge of modern CSS/Tailwind.,"[""React"", ""JavaScript"", ""HTML5"", ""CSS3"", ""Tailwind CSS"", ""Git""]",Internship,Remote,"Bengaluru, Karnataka, India",27222,49000,INR,Per Month,Fresher,0,1,Low,16,True,False,Active,True,2026-08-26 02:06:02
271,25,PromptCraft AI,Newly Founded,True,AI Developer Tooling & LLM Eval,Software Development Engineer in Test (SDET / QA),QA/Testing,"Build automated test suites for REST APIs, validate RBAC security policies, and maintain regression test beds.",Develop automated integration test cases using Pytest; maintain Postman collections; perform load and security tests.,Strong Python test automation skills and deep understanding of HTTP status codes and API specifications.,"[""Python"", ""Pytest"", ""Postman"", ""REST APIs"", ""Selenium"", ""Jest"", ""CI/CD""]",Full-time,Hybrid,"Pune, Maharashtra, India",898778,1572862,INR,Per Annum,Entry-level,1,3,Low,13,True,True,Just Posted,True,2026-09-12 06:06:02
272,26,DataVortex Technologies,Newly Founded,True,Real-time Vector Search & RAG,Software Development Engineer in Test (SDET / QA),QA/Testing,"Build automated test suites for REST APIs, validate RBAC security policies, and maintain regression test beds.",Develop automated integration test cases using Pytest; maintain Postman collections; perform load and security tests.,Strong Python test automation skills and deep understanding of HTTP status codes and API specifications.,"[""Python"", ""Pytest"", ""Postman"", ""REST APIs"", ""Selenium"", ""Jest"", ""CI/CD""]",Full-time,Remote,Remote (Global),786842,1376975,INR,Per Annum,Entry-level,1,3,Low,6,True,True,Active,True,2026-08-29 12:06:02
273,26,DataVortex Technologies,Newly Founded,True,Real-time Vector Search & RAG,Generative AI & LLM Systems Engineer,AI/ML,"Architect autonomous AI agents, structured LLM extraction pipelines, and RAG document search systems.",Build agentic workflows with LangChain; implement prompt guardrails and evaluation metrics; optimize token latency.,4+ years engineering experience with 2+ years deploying production RAG / LLM systems.,"[""Python"", ""OpenAI API"", ""LangChain"", ""LlamaIndex"", ""RAG"", ""Prompt Engineering"", ""FastAPI""]",Full-time,On-site,"Pune, Maharashtra, India",2273074,3977880,INR,Per Annum,Senior,4,8,Low,10,False,True,Active,True,2026-08-31 12:06:02
274,26,DataVortex Technologies,Newly Founded,True,Real-time Vector Search & RAG,Full Stack Engineer (FastAPI + React),Full Stack,Lead end-to-end feature delivery across frontend client apps and scalable backend services.,"Architect database schemas, implement business APIs, and craft pixel-perfect user dashboards.",Full-stack proficiency with Python/FastAPI backend and React/Next.js frontend.,"[""Python"", ""FastAPI"", ""React"", ""TypeScript"", ""PostgreSQL"", ""Docker"", ""Tailwind CSS""]",Full-time,On-site,"Delhi NCR / Gurugram, India",1580205,2765360,INR,Per Annum,Mid-level,3,6,Low,11,False,True,Active,True,2026-09-08 16:06:02
275,26,DataVortex Technologies,Newly Founded,True,Real-time Vector Search & RAG,Junior Python Developer (Fresher Friendly),Backend,Kickstart your software engineering journey with mentorship from experienced architects.,Write clean Python code for CRUD operations; participate in code reviews and unit test writing in Pytest.,"B.Tech/B.E/BCA/MCA graduate with strong fundamentals in Python, OOP concepts, and SQL basics.","[""Python"", ""FastAPI"", ""SQL"", ""Git"", ""REST APIs"", ""Data Structures""]",Full-time,Remote,"Remote, India",551197,872729,INR,Per Annum,Fresher,0,1,Low,15,True,False,Active,True,2026-08-26 22:06:02
276,26,DataVortex Technologies,Newly Founded,True,Real-time Vector Search & RAG,"Frontend Engineer (React.js, TypeScript & Tailwind)",Frontend,"Craft responsive swipe interfaces, analytics dashboards, and interactive user journeys.",Build modular UI components in React with Tailwind CSS; integrate REST APIs with graceful error handling.,"2+ years experience with modern React, TypeScript, state management (Redux/Context), and CSS animations.","[""React"", ""TypeScript"", ""Tailwind CSS"", ""Redux"", ""Framer Motion"", ""REST APIs"", ""Next.js""]",Full-time,Remote,Remote (Global),1240315,2273912,INR,Per Annum,Mid-level,2,4,Low,11,False,True,Active,True,2026-09-06 07:06:02
277,26,DataVortex Technologies,Newly Founded,True,Real-time Vector Search & RAG,Full Stack Engineer (FastAPI + React),Full Stack,Lead end-to-end feature delivery across frontend client apps and scalable backend services.,"Architect database schemas, implement business APIs, and craft pixel-perfect user dashboards.",Full-stack proficiency with Python/FastAPI backend and React/Next.js frontend.,"[""Python"", ""FastAPI"", ""React"", ""TypeScript"", ""PostgreSQL"", ""Docker"", ""Tailwind CSS""]",Full-time,Remote,"Mumbai, Maharashtra, India",1736719,3039258,INR,Per Annum,Mid-level,3,6,Low,15,False,False,Active,True,2026-09-05 03:06:02
278,26,DataVortex Technologies,Newly Founded,True,Real-time Vector Search & RAG,Frontend Developer Intern (React & UI Design),Frontend,Hands-on frontend internship building swipe-based job discovery cards and mobile-first layouts.,Convert Figma designs to clean React components; implement responsive layouts and micro-interactions.,Demonstrated personal projects in React.js and strong knowledge of modern CSS/Tailwind.,"[""React"", ""JavaScript"", ""HTML5"", ""CSS3"", ""Tailwind CSS"", ""Git""]",Internship,Remote,"Pune, Maharashtra, India",27430,49374,INR,Per Month,Fresher,0,1,Low,16,True,False,Recently Posted,True,2026-09-09 13:06:02
279,26,DataVortex Technologies,Newly Founded,True,Real-time Vector Search & RAG,AI / Machine Learning Engineer (NLP & Vector Search),AI/ML,"Develop semantic matching engines, ATS scoring models, and candidate recommendation algorithms.",Train embedding models for resume-to-job similarity; optimize cosine distance calculations; build ML inference APIs.,"Proven experience in NLP, embeddings, vector similarity search, and deep learning frameworks.","[""Python"", ""PyTorch"", ""Hugging Face"", ""spaCy"", ""sentence-transformers"", ""Vector DB"", ""ChromaDB"", ""scikit-learn""]",Full-time,Remote,"Remote, India",2011073,3575241,INR,Per Annum,Mid-level,2,5,Low,13,False,True,Active,True,2026-09-07 14:06:02
280,26,DataVortex Technologies,Newly Founded,True,Real-time Vector Search & RAG,Backend Software Engineer (Python / FastAPI),Backend,Design and build high-throughput RESTful services and distributed data pipelines.,Develop modular backend microservices in FastAPI; optimize database queries in PostgreSQL; configure Redis caching.,"Strong background in Python 3.10+, SQLAlchemy, async programming, and Docker containerization.","[""Python"", ""FastAPI"", ""PostgreSQL"", ""Redis"", ""Docker"", ""REST APIs"", ""Microservices""]",Full-time,On-site,"Chennai, Tamil Nadu, India",1207417,2069859,INR,Per Annum,Mid-level,2,5,Low,12,False,True,Active,True,2026-09-01 12:06:02
281,26,DataVortex Technologies,Newly Founded,True,Real-time Vector Search & RAG,DevOps & Cloud Infrastructure Engineer,DevOps,Maintain containerized multi-service architectures and automate continuous integration and deployment pipelines.,Configure Docker Compose and Kubernetes pods; maintain CI workflows; manage AWS cloud resources.,"Solid experience in Docker containerization, Linux systems administration, and GitHub Actions CI.","[""Docker"", ""Kubernetes"", ""AWS"", ""GitHub Actions"", ""Terraform"", ""Linux"", ""PostgreSQL"", ""Redis""]",Full-time,On-site,"Bengaluru, Karnataka, India",1718276,2978345,INR,Per Annum,Mid-level,2,5,Low,10,False,True,Just Posted,True,2026-09-12 05:06:02
282,26,DataVortex Technologies,Newly Founded,True,Real-time Vector Search & RAG,Junior Python Developer (Fresher Friendly),Backend,Kickstart your software engineering journey with mentorship from experienced architects.,Write clean Python code for CRUD operations; participate in code reviews and unit test writing in Pytest.,"B.Tech/B.E/BCA/MCA graduate with strong fundamentals in Python, OOP concepts, and SQL basics.","[""Python"", ""FastAPI"", ""SQL"", ""Git"", ""REST APIs"", ""Data Structures""]",Full-time,On-site,"Pune, Maharashtra, India",512632,811668,INR,Per Annum,Fresher,0,1,Low,17,True,False,Active,True,2026-08-31 10:06:02
283,27,CogniGen Systems,Newly Founded,True,Autonomous Agents for Healthcare,"Frontend Engineer (React.js, TypeScript & Tailwind)",Frontend,"Craft responsive swipe interfaces, analytics dashboards, and interactive user journeys.",Build modular UI components in React with Tailwind CSS; integrate REST APIs with graceful error handling.,"2+ years experience with modern React, TypeScript, state management (Redux/Context), and CSS animations.","[""React"", ""TypeScript"", ""Tailwind CSS"", ""Redux"", ""Framer Motion"", ""REST APIs"", ""Next.js""]",Full-time,Hybrid,"Noida, Uttar Pradesh, India",1100470,2017529,INR,Per Annum,Mid-level,2,4,Low,10,False,True,Active,True,2026-08-27 17:06:02
